invCode,invPercentage,invCapStock,invIndustry
600690,9.68,932991.31,C
601952,9.52,137800.0,C
000333,9.25,704143.57,C
603801,9.23,22333.34,C
603816,8.97,63228.92,C
603180,8.51,10326.0,C
000651,8.09,601573.09,C
000998,7.22,131697.03,A
300087,6.67,43033.01,A
000910,4.93,54739.75,C
603060,3.69,43120.0,M
300572,3.52,19364.11,C
002385,2.52,419532.95,C
603833,2.09,60153.19,C
002014,0.24,51401.67,C
688521,0.12,48838.86,I
688027,0.1,8000.0,C
688050,0.09,10513.93,C
688065,0.08,41668.2,C
688301,0.06,7254.78,C
300999,0.05,542159.15,C
688221,0.03,35976.0,C
688550,0.03,7018.16,C
300896,0.03,21636.0,C
688617,0.02,6667.0,C
300926,0.01,14213.34,C
300919,0.01,56965.0,C
