invCode,invPercentage,invCapStock,invIndustry
300014,9.66,188886.54,801730
601012,9.34,386639.48,801730
600438,6.36,450154.82,801730
300750,5.59,232947.4,801730
300763,5.48,14566.08,801730
600031,4.75,848522.14,801890
300124,4.69,171972.34,801730
601689,4.49,110204.66,801880
002475,4.18,702258.39,801080
002241,3.9,341632.1,801080
600660,2.59,250861.75,801880
601865,2.3,214619.33,801710
600104,2.07,1168346.14,801880
600406,1.93,462149.38,801730
600297,1.88,811038.76,801880
002353,1.52,95785.4,801890
300168,1.34,118758.48,801750
601919,1.23,1225952.92,801170
002027,1.18,1467788.03,801760
300747,1.12,28800.0,801080
002938,0.79,231143.08,801080
601633,0.74,917595.33,801880
603993,0.67,2159924.06,801050
300450,0.67,90732.25,801890
000039,0.59,359501.36,801890
300782,0.54,18531.15,801080
002812,0.54,88762.98,801030
688981,0.52,789919.81,801080
300009,0.49,136538.8,801150
002920,0.46,55000.0,801750
600984,0.45,96695.69,801890
000967,0.36,316306.21,801160
300207,0.35,157462.7,801080
000338,0.34,793387.39,801880
002371,0.33,49644.58,801080
603416,0.32,14056.0,801730
002624,0.3,193996.81,801760
600519,0.29,125619.78,801120
300438,0.29,41953.74,801730
300657,0.27,34173.72,801080
002594,0.26,286114.29,801880
300661,0.21,15644.19,801080
688561,0.2,67961.6,801750
688063,0.1,15484.45,801730
688339,0.05,7050.0,801730
688050,0.04,10513.93,801150
300999,0.04,542159.15,801010
688788,0.03,7553.42,801740
688165,0.03,52178.0,801890
688580,0.02,6834.67,801150
688033,0.02,44873.72,801890
300896,0.02,21636.0,801150
688330,0.02,10000.0,801730
688488,0.02,42000.0,801150
688199,0.01,11122.68,801030
688556,0.01,16185.14,801890
688127,0.01,40284.5,801080
300251,0.01,293360.84,801760
688569,0.01,21066.67,801890
688617,0.01,6667.0,801150
688077,0.01,8000.0,801050
688081,0.01,7360.0,801740
688013,0.01,8000.0,801150
