invCode,invPercentage,invCapStock,invIndustry
300015,9.48,412151.8,801150
300122,9.01,160000.0,801150
603456,7.78,83140.61,801150
603520,7.71,24490.47,801150
000661,7.54,40472.03,801150
300677,7.46,35222.85,801150
300595,7.33,60762.29,801150
300760,5.98,121569.13,801150
300601,5.84,68637.06,801150
300363,5.58,54255.25,801150
300529,5.39,79910.91,801150
600763,5.26,32064.0,801150
603259,4.86,245051.57,801150
002821,3.63,24262.67,801150
601995,1.09,482725.69,801790
300919,0.09,56965.0,801030
300918,0.08,36000.0,801130
300925,0.07,12947.01,801750
300922,0.07,11200.8,801740
300869,0.06,40179.68,801150
300999,0.04,542159.15,801010
300920,0.04,10000.0,801030
300926,0.02,14213.34,801880
003022,0.02,102736.0,801030
300927,0.02,8020.0,801030
003026,0.01,9976.0,801080
300891,0.01,40000.0,801030
003029,0.01,18040.0,801750
003028,0.01,10960.0,801080
605186,0.01,13600.0,801890
605179,0.01,40100.0,801120
605500,0.01,20000.0,801140
605377,0.01,20386.67,801140
003027,0.01,8667.0,801160
300890,0.01,10000.0,801030
300877,0.01,12000.0,801130
003020,0.01,9264.0,801150
300895,0.01,9697.02,801750
605183,0.01,41401.8,801030
300872,0.01,22468.2,801750
003023,0.01,8103.2,801110
300882,0.01,15725.34,801730
300879,0.01,16000.0,801890
300871,0.01,11050.7,801010
300876,0.01,9600.0,801030
003025,0.01,8039.0,801890
300861,0.01,40001.0,801890
605155,0.01,9600.0,801030
300893,0.01,10000.0,801880
300878,0.01,8043.91,801150
300881,0.01,10000.0,801040
605299,0.01,41149.9,801140
300900,0.01,21024.0,801740
300892,0.01,10000.0,801120
300860,0.01,13694.07,801210
605277,0.01,13344.0,801730
300873,0.01,13333.33,801170
