invCode,invPercentage,invCapStock,invIndustry
300059,6.87,861313.65,801790
000631,4.72,243251.92,801180
300207,4.09,157462.7,801080
688127,3.99,40284.5,801080
300750,3.89,232947.4,801730
601377,3.85,669667.17,801790
000738,3.81,114564.23,801740
603906,3.73,34435.1,801030
688339,3.62,7050.0,801730
002777,3.62,31402.39,801750
000776,3.61,762108.77,801790
300014,3.61,188886.54,801730
300118,3.52,90135.99,801730
600862,3.34,139304.91,801740
000725,3.33,3479839.88,801080
600316,3.15,71711.45,801740
002025,2.89,42900.0,801740
688063,2.87,15484.45,801730
300450,2.79,90732.25,801890
300680,2.77,14417.96,801880
688510,2.75,25838.26,801740
600109,2.71,302435.93,801790
603583,2.57,27279.7,801730
601899,2.42,2547324.05,801050
600711,2.03,267500.02,801050
300601,1.93,68637.06,801150
601995,1.9,482725.69,801790
002049,1.48,60681.8,801080
300274,1.2,145693.94,801730
600884,0.99,162800.92,801080
003022,0.04,102736.0,801030
003012,0.04,117300.0,801710
003021,0.03,10667.0,801730
300857,0.03,20655.78,801080
605388,0.03,43000.0,801120
600956,0.03,384991.04,801160
300846,0.03,41131.63,801750
605136,0.03,40163.0,801760
300851,0.03,8693.34,801890
603155,0.03,15556.0,801030
300853,0.03,8162.8,801890
300843,0.02,14890.0,801080
601686,0.02,141155.66,801040
300858,0.02,8251.77,801120
003005,0.02,10600.0,801750
003006,0.02,42777.78,801140
300840,0.02,24000.0,801130
605336,0.02,14080.0,801110
605099,0.02,40225.2,801140
605158,0.02,39340.0,801710
003029,0.02,18040.0,801750
002992,0.02,13796.1,801080
605169,0.02,16000.0,801160
605222,0.02,40058.0,801730
605008,0.02,45884.32,801030
003028,0.02,10960.0,801080
003010,0.02,12169.98,801760
605186,0.02,13600.0,801890
603931,0.02,10181.55,801080
605199,0.02,40010.88,801150
300856,0.02,11288.0,801030
003015,0.02,28106.67,801080
605066,0.02,40411.55,801730
003016,0.02,42666.67,801130
605177,0.02,11360.0,801150
605100,0.02,8670.0,801890
605088,0.02,16593.5,801880
605179,0.02,40100.0,801120
605500,0.02,20000.0,801140
605377,0.02,20386.67,801140
300845,0.02,9235.6,801750
002999,0.02,24828.0,801030
605007,0.02,40001.0,801140
003002,0.02,20000.0,801030
002996,0.02,43900.0,801050
003013,0.01,40001.0,801720
605006,0.01,50000.0,801030
605058,0.01,14292.4,801080
605366,0.01,33200.0,801030
605050,0.01,43500.0,801170
003018,0.01,26000.0,801140
605183,0.01,41401.8,801030
002998,0.01,32639.84,801030
002997,0.01,18360.0,801880
605108,0.01,20000.0,801210
300839,0.01,10400.0,801030
605218,0.01,21283.35,801080
003023,0.01,8103.2,801110
003003,0.01,17672.0,801140
300849,0.01,10000.0,801140
003025,0.01,8039.0,801890
605155,0.01,9600.0,801030
603112,0.01,43609.05,801110
605018,0.01,41668.0,801880
605258,0.01,8800.0,801080
603408,0.01,44668.0,801140
605116,0.01,40100.0,801150
605118,0.01,40550.0,801080
003000,0.01,40001.0,801120
605333,0.01,40100.0,801880
605188,0.01,49558.0,801200
003004,0.01,8184.0,801750
603565,0.01,66666.67,801170
605399,0.01,18400.0,801030
605299,0.01,41149.9,801140
605277,0.01,13344.0,801730
605255,0.01,13408.0,801880
003030,0.01,12478.0,801120
003001,0.01,9717.53,801720
003027,0.01,8667.0,801160
003031,0.01,10666.67,801770
605318,0.01,12917.12,801710
