invCode,invPercentage,invCapStock,invIndustry
601012,7.79,386639.48,801730
600438,7.63,450154.82,801730
000034,7.24,65959.83,801750
600699,5.25,136808.46,801880
002301,5.08,73402.01,801140
600258,4.91,98771.55,801210
603997,4.75,102121.82,801880
688388,4.74,23087.6,801050
600732,4.73,203632.92,801730
002601,4.59,223961.03,801030
601966,3.96,137351.24,801030
300274,3.95,145693.94,801730
000066,3.27,292818.21,801750
002129,3.18,303292.65,801730
601058,3.05,306417.48,801030
002739,2.61,223072.51,801760
600066,2.54,221393.92,801880
000887,2.47,122083.74,801880
600597,2.36,122448.75,801120
002230,1.69,222473.77,801750
002180,1.44,107445.32,801750
300379,1.31,28374.91,801750
300659,1.16,22668.91,801750
688599,0.96,206802.64,801730
002459,0.95,159533.25,801730
600887,0.74,608262.48,801120
000488,0.74,298420.82,801140
002991,0.59,9321.58,801120
002597,0.1,56090.62,801120
300999,0.04,542159.15,801010
688286,0.02,5320.0,801080
300896,0.02,21636.0,801150
688418,0.02,19361.0,801770
688617,0.01,6667.0,801150
688129,0.01,12000.0,801030
688308,0.01,10000.0,801890
