invCode,invPercentage,invCapStock,invIndustry
002475,7.68,702258.39,801080
300750,6.43,232947.4,801730
688111,6.42,46100.0,801750
603501,5.99,86813.23,801080
300628,5.97,90228.35,801770
/01810,5.01,2520408.8702,000000
300454,4.03,41380.83,801750
/00700,3.95,959452.4331,000000
300014,3.64,188886.54,801730
600845,3.54,115543.88,801750
688023,3.32,7407.41,801750
600183,3.16,229135.54,801080
300413,3.16,178037.75,801760
300124,2.71,171972.34,801730
002607,2.49,616739.94,801760
688036,2.25,80000.0,801080
000636,1.96,89523.31,801080
002410,1.78,118701.24,801750
/06969,1.73,596114.472,000000
688019,1.71,5310.84,801080
002179,1.29,110088.37,801740
002409,1.24,46285.35,801080
605111,1.23,10120.0,801080
603236,1.12,11182.37,801770
603678,1.07,45985.35,801740
/01797,1.05,99969.8102,000000
600570,1.03,104409.08,801750
300433,0.99,497348.0,801080
002156,0.95,132903.69,801080
000063,0.78,461343.49,801770
688608,0.72,12000.0,801080
300638,0.69,24190.42,801770
688686,0.66,8247.57,801890
688012,0.65,53486.22,801890
002859,0.65,41132.95,801080
/01347,0.42,130011.9287,000000
300285,0.4,100381.03,801030
300226,0.15,19093.06,801760
