invCode,invPercentage,invCapStock,invIndustry
002236,9.78,299557.96,C
603008,9.29,38741.78,C
002572,8.62,91237.0,C
002043,6.84,77475.6,C
601318,3.59,1828024.14,J
002739,3.05,223072.51,R
002384,2.43,170986.73,C
002614,2.41,61867.08,C
300433,2.09,497348.0,C
002035,2.04,86923.03,C
601818,2.03,5403190.98,J
600383,1.98,451458.36,K
601398,1.97,35640625.71,J
600030,1.91,1292677.6,J
300014,1.7,188886.54,C
002832,1.69,52407.51,C
601009,1.6,1000701.7,J
601601,1.58,962034.15,J
300136,1.52,96756.86,C
002867,1.36,73081.56,F
601288,1.22,34998303.39,J
002142,1.18,600801.63,J
002343,1.18,47494.97,R
601949,1.15,182250.0,R
600036,1.04,2521984.56,J
002475,1.01,702258.39,C
000671,1.0,413815.04,K
300133,1.0,175567.37,R
600048,1.0,1196949.33,K
000961,0.99,382170.48,K
300114,0.96,59076.05,C
603661,0.96,10000.0,C
002714,0.95,375933.03,A
002600,0.92,705795.41,C
600519,0.75,125619.78,C
600337,0.7,162832.72,F
603801,0.54,22333.34,C
002293,0.52,82766.59,C
600496,0.5,201287.43,C
000333,0.48,704143.57,C
600556,0.44,180774.76,I
002001,0.4,214866.23,C
600233,0.39,315983.07,G
002918,0.38,40837.15,C
603816,0.36,63228.92,C
002120,0.3,289912.22,G
002468,0.29,153080.22,G
600984,0.28,96695.69,C
603229,0.28,23920.64,C
000651,0.2,601573.09,C
603365,0.06,26667.0,C
688521,0.06,48838.86,I
300999,0.06,542159.15,C
688057,0.04,27600.0,N
601689,0.04,110204.66,C
688658,0.02,45000.0,C
600438,0.02,450154.82,C
002508,0.02,94902.41,C
688356,0.02,6000.0,C
688558,0.01,13200.0,C
688286,0.01,5320.0,C
688617,0.01,6667.0,C
