invCode,invPercentage,invCapStock,invIndustry
002304,4.57,150698.8,C
600036,4.0,2521984.56,J
000333,3.43,704143.57,C
600276,3.3,533171.7,C
600031,3.11,848405.84,C
601318,3.04,1828024.14,J
600519,2.73,125619.78,C
300122,2.51,160000.0,C
600570,2.14,104409.08,I
300450,2.11,90732.25,C
600456,2.04,47777.75,C
600176,1.93,350230.68,C
000568,1.92,146475.25,C
601601,1.87,962034.15,J
603501,1.74,86759.94,C
000001,1.74,1940591.82,J
603678,1.72,45985.17,C
300751,1.69,5724.83,C
603259,1.62,245051.57,M
300601,1.5,68599.98,C
601012,1.44,386639.48,C
603906,1.38,34435.1,C
002475,1.37,702258.39,C
603456,1.3,83140.61,C
601888,1.23,195247.55,L
603799,1.22,121290.44,C
002352,1.19,455644.05,G
600600,1.18,136418.28,C
688111,1.08,46100.0,I
300750,1.03,232947.4,C
601021,1.0,91646.27,G
002977,0.99,7150.0,C
600030,0.98,1292677.6,J
600438,0.97,450154.82,C
002409,0.96,46285.35,C
300274,0.93,145693.94,C
002727,0.92,59619.05,F
688536,0.89,8000.0,I
300558,0.84,41316.29,C
000768,0.81,276864.51,C
300014,0.81,188886.54,C
002497,0.79,115256.25,C
002594,0.79,286114.29,C
688561,0.78,67961.6,I
300034,0.76,48606.87,C
688023,0.75,7407.41,I
601995,0.73,482725.69,J
601168,0.72,238300.0,B
300015,0.72,412151.8,Q
600346,0.71,703909.98,C
688200,0.71,6118.52,C
600809,0.71,87152.83,C
603290,0.7,16000.0,C
300782,0.7,18531.15,C
000799,0.7,32492.9,C
600183,0.69,229082.01,C
600305,0.58,100295.6,C
300347,0.58,87248.35,Q
300207,0.57,157462.69,C
600079,0.55,163307.19,C
300059,0.53,861313.65,J
002812,0.53,88727.29,C
603658,0.52,45097.87,C
002460,0.52,135592.22,C
600132,0.51,48397.12,C
600486,0.49,30989.89,C
605111,0.49,10120.0,C
002568,0.44,53585.24,C
600703,0.43,447934.13,C
300196,0.42,40870.04,C
000786,0.42,168950.78,C
300759,0.4,79438.75,M
603063,0.39,43384.15,C
688196,0.37,12000.0,C
300454,0.32,41380.83,I
601233,0.32,228753.1,C
601111,0.3,1452481.52,G
300378,0.28,26626.74,I
300919,0.07,56965.0,C
688136,0.05,19870.07,C
688658,0.04,45000.0,C
688617,0.02,6667.0,C
300926,0.01,14213.34,C
300927,0.01,8020.0,C
300894,0.01,40500.0,C
300910,0.01,15000.0,C
003026,0.01,9976.0,C
003029,0.01,18040.0,I
