invCode,invPercentage,invCapStock,invIndustry
002236,9.1,299557.96,C
002572,8.87,91237.0,C
603008,8.49,38741.78,C
002043,6.81,77475.6,C
603018,6.01,55718.41,M
603833,5.46,60153.19,C
603801,4.85,22333.34,C
002614,3.65,61867.08,C
002343,3.46,47494.97,R
603661,3.11,10000.0,C
002035,3.02,86923.03,C
002739,2.99,223072.51,R
002384,2.88,170986.73,C
600496,2.53,201287.43,C
300433,2.45,497348.0,C
600383,1.97,451458.36,K
000858,1.86,388160.8,C
601601,1.66,962034.15,J
600337,1.11,162832.72,F
000671,1.0,413815.04,K
000961,0.99,382170.48,K
600036,0.99,2521984.56,J
600048,0.99,1196949.33,K
002475,0.98,702258.39,C
600519,0.85,125619.78,C
000651,0.72,601573.09,C
300114,0.44,59076.05,C
002918,0.44,40837.15,C
601949,0.38,182250.0,R
003029,0.04,18040.0,I
003028,0.04,10960.0,C
600438,0.03,450154.82,C
605277,0.01,13344.0,C
003031,0.01,10666.67,C
