invCode,invPercentage,invCapStock,invIndustry
300751,8.14,5724.83,C
300118,7.58,90135.99,C
002497,7.42,115256.25,C
002460,5.56,135592.22,C
002466,5.53,147709.94,C
300750,3.92,232947.4,C
603993,3.92,2159924.06,B
603799,3.9,121290.44,C
300769,3.89,8962.47,C
688006,3.4,40100.0,C
300618,3.22,30961.71,C
600546,3.03,198245.61,F
002340,2.62,478352.23,C
600711,2.61,263949.18,B
300207,2.0,157462.69,C
601899,2.0,2547324.05,B
000830,1.96,190431.9,C
688388,1.64,23087.6,C
002850,1.61,23292.05,C
002912,1.58,17447.1,I
300073,1.44,45362.05,C
600760,1.18,140038.93,C
300059,1.16,861313.65,J
300432,0.98,73903.22,C
000155,0.97,127000.0,D
600549,0.94,141851.62,C
603659,0.93,49602.84,C
300575,0.8,13804.95,C
600810,0.7,91945.51,C
603396,0.7,10577.93,C
000002,0.67,1161773.22,K
600893,0.67,266559.42,C
601318,0.66,1828024.14,J
300037,0.63,41079.29,C
600217,0.59,138865.98,C
688069,0.54,5947.0,N
002074,0.39,128054.45,C
300806,0.35,11875.44,C
000671,0.33,413815.04,K
002756,0.31,40595.02,C
000683,0.3,374488.5,C
002048,0.29,62622.73,C
603920,0.22,40949.52,C
600131,0.2,119539.45,D
688005,0.18,44738.34,C
688788,0.17,7553.42,C
600967,0.17,168963.18,C
300034,0.16,48606.87,C
603599,0.15,46467.91,C
603197,0.15,16513.3,C
300226,0.14,19093.06,I
601678,0.13,170240.16,C
603111,0.11,99327.55,C
000738,0.11,114564.23,C
688033,0.1,44873.72,C
300136,0.07,96756.86,C
000910,0.06,54739.75,C
002353,0.06,95785.4,C
300816,0.05,8000.0,N
300855,0.04,20000.0,C
002637,0.04,47040.1,C
600391,0.04,33012.94,C
300422,0.04,40571.31,N
601668,0.03,4196507.15,E
601995,0.02,482725.69,J
600596,0.02,81843.24,C
688536,0.02,8000.0,I
688516,0.02,9867.0,C
300070,0.01,316459.66,N
688526,0.01,46500.0,C
688686,0.01,8247.57,C
688777,0.01,49408.4,I
