invCode,invPercentage,invCapStock,invIndustry
300750,10.44,232947.4,C
600519,7.65,125619.78,C
000513,7.64,93909.55,C
600486,6.82,30989.89,C
603218,5.66,96760.4,C
002624,5.64,193996.81,I
601012,5.25,386639.48,C
002867,4.9,73081.56,F
600048,4.14,1196949.33,K
600031,3.93,848405.84,C
601318,3.5,1828024.14,J
000661,3.02,40472.03,C
600585,3.01,529930.26,C
601668,2.72,4196507.15,E
600196,2.71,256289.85,C
002475,2.68,702258.39,C
603816,2.11,63228.92,C
000858,1.72,388160.8,C
600522,1.48,306615.33,C
600176,1.3,350230.68,C
603501,1.23,86759.94,C
600690,1.0,932991.31,C
600276,0.84,533171.7,C
002080,0.51,167812.36,C
000333,0.39,704143.57,C
300999,0.15,542159.15,C
688185,0.09,24744.99,C
300888,0.04,42649.23,C
688017,0.01,12041.67,C
688686,0.01,8247.57,C
600298,0.01,82408.09,C
688580,0.01,6834.67,C
300894,0.01,40500.0,C
300896,0.01,21636.0,C
