invCode,invPercentage,invCapStock,invIndustry
600519,9.69,125619.78,C
000858,9.36,388160.8,C
600809,7.18,87152.83,C
300750,7.16,232947.4,C
002311,6.11,166121.08,C
300760,6.1,121569.13,C
/03690,5.97,588852.281,X
601799,5.86,27615.52,C
/00700,4.84,959452.4331,X
002410,4.66,118701.24,I
/02020,4.52,270332.9,X
300015,4.2,412151.8,Q
601888,4.12,195247.55,L
000661,4.04,40472.03,C
603369,3.49,125450.0,C
300628,3.43,90228.35,C
000596,3.35,50360.0,C
300888,0.09,42649.23,C
300999,0.04,542159.15,C
688568,0.02,22000.0,I
688311,0.02,11467.0,C
688095,0.02,4814.0,I
688301,0.02,7254.78,C
300896,0.01,21636.0,C
688229,0.01,4440.0,I
688617,0.01,6667.0,C
688219,0.01,45928.36,C
