invCode,invPercentage,invCapStock,invIndustry
/00700,8.44,959452.4331,X
/03690,6.93,588852.281,X
/01299,6.09,1209494.4139,X
/01810,5.93,2520379.1902,X
/00939,5.06,25001097.7486,X
/00388,4.54,126783.6895,X
/03968,2.93,2521984.5601,X
/02331,2.85,248917.9028,X
/02318,2.84,1828024.141,X
/02333,2.62,917595.33,X
/02020,2.1,270332.9,X
/01268,1.89,124452.1114,X
/03988,1.79,29438779.1241,X
/06186,1.63,893334.0,X
/00027,1.55,435010.6651,X
/00005,1.53,2074816.4709,X
/00992,1.5,1204170.5614,X
/02601,1.43,962034.1455,X
/01919,1.39,1225952.9227,X
/02628,1.39,2826470.5,X
/02688,1.36,112853.0808,X
/02269,1.32,421014.8571,X
/01211,1.3,286114.2855,X
/06862,1.28,530000.0,X
/06881,1.25,1013725.8757,X
/00285,1.21,225320.45,X
/00968,1.21,880925.7216,X
/00669,1.18,183282.0441,X
/01579,0.98,104690.0,X
/01288,0.96,34998303.3873,X
/00083,0.95,732673.5507,X
/01999,0.95,395879.52,X
/00881,0.94,228463.1468,X
/06098,0.9,298693.8304,X
/03328,0.88,7426272.6645,X
/02899,0.68,2547324.0546,X
/01336,0.67,311954.66,X
/01157,0.66,866661.2984,X
/02382,0.65,109684.97,X
/02313,0.65,150322.2397,X
/03888,0.64,137272.8717,X
/03323,0.64,843477.0662,X
/00241,0.59,1348707.6042,X
/00322,0.57,562470.636,X
/00883,0.55,4464745.5984,X
/00941,0.47,2047548.2897,X
/01070,0.47,246913.7174,X
/01478,0.45,117225.068,X
/00288,0.4,1474552.0786,X
/06066,0.31,775669.4797,X
/00135,0.29,865880.1708,X
/03669,0.27,197486.8913,X
/03808,0.25,276099.3339,X
/03908,0.18,482725.6868,X
/01787,0.16,447342.9525,X
/00819,0.16,112612.45,X
/01313,0.15,698293.7817,X
/01093,0.13,1197376.9732,X
/02359,0.13,245051.572,X
/06030,0.11,1292677.6029,X
/01513,0.1,93909.5504,X
/00981,0.09,789919.8076,X
/01776,0.07,762108.7664,X
