invCode,invPercentage,invCapStock,invIndustry
300750,8.6,232947.4,C
002475,5.63,702258.39,C
300760,5.17,121569.13,C
300015,4.71,412151.8,Q
300659,3.36,22668.91,I
603659,2.84,49602.84,C
300454,2.7,41380.83,I
600570,2.58,104409.08,I
300782,2.36,18531.15,C
603259,2.35,245051.57,M
300601,2.28,68599.98,C
300451,2.07,119260.81,I
300122,2.05,160000.0,C
002777,1.89,31402.39,I
000661,1.87,40472.03,C
300699,1.64,51835.0,C
000333,1.62,704143.57,C
300274,1.59,145693.94,C
601012,1.53,386639.48,C
600031,1.46,848405.84,C
300124,1.44,171972.34,C
300450,1.32,90732.25,C
300379,1.16,28374.91,I
300012,1.09,166513.57,M
688111,1.08,46100.0,I
603712,1.05,77200.0,C
002230,1.03,222473.77,I
603039,1.02,21718.15,I
603444,1.02,7186.46,I
300010,0.99,86832.46,I
300724,0.96,32122.0,C
000547,0.92,160542.16,C
002985,0.85,15016.0,C
300502,0.75,36220.45,C
002727,0.73,59619.05,F
688050,0.72,10513.93,C
300687,0.72,21709.7,I
300662,0.71,18285.6,L
002821,0.7,24262.67,C
688133,0.7,7624.9,M
688029,0.69,13334.0,C
603233,0.68,65862.12,F
002126,0.65,79209.51,C
688389,0.64,42220.0,C
300496,0.62,42315.01,I
300792,0.61,14430.6,I
000100,0.59,1403078.84,C
000066,0.58,292818.21,C
603806,0.56,76955.24,C
688229,0.54,4440.0,I
688058,0.54,4000.0,I
600536,0.52,49456.28,I
601100,0.51,130536.0,C
600885,0.51,74476.16,C
002050,0.5,359160.15,C
600563,0.5,22500.0,C
600276,0.49,533171.7,C
300413,0.49,178037.75,R
000636,0.49,89523.31,C
600867,0.48,203398.85,C
000063,0.33,461343.49,C
688608,0.04,12000.0,C
300999,0.04,542159.15,C
688777,0.02,49408.4,I
300896,0.01,21636.0,C
688393,0.01,9334.0,C
300903,0.01,17233.77,C
