invCode,invPercentage,invCapStock,invIndustry
600176,6.26,350230.68,C
002080,5.4,167812.36,C
000725,4.95,3479839.88,C
000100,4.47,1403078.84,C
603520,4.13,24490.47,C
000651,4.04,601573.09,C
600031,4.03,848405.84,C
600966,3.96,133684.43,C
002214,3.83,49992.57,C
000002,3.38,1161773.22,K
600048,3.37,1196949.33,K
600521,3.28,145460.8,C
601668,3.28,4196507.15,E
000786,3.25,168950.78,C
300408,3.22,181690.6,C
300841,3.1,6000.0,C
601318,2.85,1828024.14,J
000967,2.8,316306.21,N
002138,2.53,80631.84,C
002415,2.4,934341.72,C
601088,2.37,1986852.0,B
600585,2.36,529930.26,C
688981,1.65,789919.81,C
603444,1.57,7186.46,I
000951,1.49,83919.24,C
300196,1.0,40870.04,C
603986,0.97,47439.65,C
000069,0.96,820179.39,K
002028,0.94,76299.29,C
300037,0.9,41079.29,C
002978,0.9,40100.0,B
300699,0.82,51835.0,C
002466,0.66,147709.94,C
002475,0.55,702258.39,C
002299,0.54,124440.58,A
300215,0.5,75832.25,M
002241,0.46,341632.1,C
002371,0.43,49644.58,C
688017,0.18,12041.67,C
300866,0.15,40642.72,C
688386,0.05,7000.0,C
300999,0.05,542159.15,C
688519,0.05,23440.0,C
688330,0.03,10000.0,C
688219,0.03,45928.36,C
688617,0.03,6667.0,C
688560,0.03,16408.77,C
688698,0.03,18000.0,C
300896,0.02,21636.0,C
688577,0.02,5397.17,C
300926,0.01,14213.34,C
300900,0.01,21024.0,C
300927,0.01,8020.0,C
300877,0.01,12000.0,C
300872,0.01,22468.2,I
300871,0.01,11050.7,C
300894,0.01,40500.0,C
300919,0.01,56965.0,C
003026,0.01,9976.0,C
300878,0.01,8043.91,C
300873,0.01,13333.33,G
300891,0.01,40000.0,C
003029,0.01,18040.0,I
003028,0.01,10960.0,C
300868,0.01,12800.0,C
300910,0.01,15000.0,C
605179,0.01,40100.0,C
300898,0.01,12400.0,C
300892,0.01,10000.0,F
300908,0.01,10000.0,C
300909,0.01,10090.67,C
300887,0.01,7600.0,M
