invCode,invPercentage,invCapStock,invIndustry
300188,9.83,80672.68,801750
300454,9.15,41380.83,801750
000066,8.16,292818.21,801750
688099,7.28,41112.0,801080
688396,7.04,121592.52,801080
600703,6.77,447934.13,801080
002415,5.14,934341.72,801080
/00268,3.98,346876.2571,000000
300408,3.84,181690.6,801080
/02382,3.68,109684.97,000000
002410,3.49,118701.24,801750
603501,2.88,86813.23,801080
300496,2.07,42315.01,801750
000988,2.02,100550.27,801080
603596,1.83,40856.1,801880
002475,1.81,702258.39,801080
002027,1.74,1467788.03,801760
603232,1.73,19310.17,801750
300078,1.61,86941.15,801750
000063,1.51,461343.49,801770
688369,1.47,7698.96,801750
300747,1.22,28800.0,801080
002985,1.2,15016.0,801740
600183,1.18,229135.54,801080
600536,1.15,49456.28,801750
600570,1.03,104409.08,801750
/01478,0.33,118126.336,000000
300308,0.19,71301.63,801770
002600,0.11,705795.41,801080
688788,0.06,7553.42,801740
688686,0.06,8247.57,801890
688301,0.06,7254.78,801150
300863,0.05,5523.0,801880
688336,0.05,61621.14,801150
300999,0.05,542159.15,801010
300925,0.02,12947.01,801750
688418,0.02,19361.0,801770
688500,0.02,7427.45,801750
688617,0.02,6667.0,801150
300922,0.02,11200.8,801740
688699,0.02,7436.8,801080
300920,0.01,10000.0,801030
688668,0.01,8514.0,801770
688551,0.01,8000.0,801890
300910,0.01,15000.0,801030
688571,0.01,32000.0,801030
300884,0.01,12000.0,801750
688618,0.01,5052.75,801770
300908,0.01,10000.0,801120
688156,0.01,9184.0,801160
605123,0.01,10800.0,801740
688679,0.01,13168.97,801160
300909,0.01,10090.67,801080
300926,0.01,14213.34,801880
300919,0.01,56965.0,801030
003022,0.01,102736.0,801030
002984,0.01,64966.89,801030
601702,0.01,99853.06,801050
