invCode,invPercentage,invCapStock,invIndustry
002475,7.74,702258.39,801080
002409,6.02,46285.35,801080
002371,5.46,49644.58,801080
688012,5.29,53486.22,801890
603986,5.16,47439.65,801080
300014,5.08,188886.54,801730
688037,5.03,8400.0,801890
688126,4.88,248026.0,801080
600584,4.72,160287.46,801080
688536,4.63,8000.0,801080
603501,4.63,86813.23,801080
300782,4.02,18531.15,801080
688396,3.54,121592.52,801080
603290,3.53,16000.0,801080
605111,3.36,10120.0,801080
002617,3.22,160367.13,801730
688981,2.99,789919.81,801080
300661,2.74,15644.19,801080
688200,2.05,6118.52,801890
688339,1.97,7050.0,801730
600460,1.74,131206.16,801080
601012,1.2,386639.48,801730
300604,0.6,31379.05,801890
300866,0.4,40642.72,801080
688567,0.29,107066.97,801730
688063,0.18,15484.45,801730
688608,0.1,12000.0,801080
688777,0.07,49408.4,801730
688686,0.06,8247.57,801890
300999,0.06,542159.15,801010
688658,0.05,45000.0,801150
688508,0.04,11280.0,801080
688578,0.04,45000.0,801150
300894,0.04,40500.0,801110
300910,0.04,15000.0,801030
688330,0.03,10000.0,801730
688510,0.03,25838.26,801740
688136,0.03,19870.07,801150
688386,0.02,7000.0,801880
688617,0.02,6667.0,801150
300918,0.02,36000.0,801130
300917,0.01,10000.0,801180
688093,0.01,17200.0,801080
688699,0.01,7436.8,801080
688219,0.01,45928.36,801030
300920,0.01,10000.0,801030
688678,0.01,17335.0,801080
688560,0.01,16408.77,801730
688160,0.01,8400.0,801890
300860,0.01,13694.07,801210
688679,0.01,13168.97,801160
300861,0.01,40001.0,801890
