fund_code,801020,801030,801040,801050,801710,801720,801730,801890,801740,801880,801110,801140,801010,801120,801130,801150,801200,801210,801080,801750,801760,801770,801160,801170,801180,801780,801790,801230,000000
000082,706.723918,7191.229726999999,3738.0681720000002,25884.688262999996,1423.3940550000002,745.811469,11284.120276999998,1843.5256739999998,2243.339225,10400.417425000001,24063.43994499999,948.224139,4911.02788,21091.541113,68.556913,13166.615629,213.357875,1903.9176349999998,35175.324727,2952.1654350000003,5275.571016000002,748.7235840000001,7660.866158999999,4817.321401,15793.275773000001,154963.60166500002,128193.85031899999,499.54071000000005,0.0
000309,0.0,4.802,0.0,0.0,1061.0705719999999,0.0,0.0,8.514102,2.1024000000000003,3543.7395779999997,38380.363142,0.0,217.96873000000002,7618.8412,1.2,13454.481840999999,0.0,0.0,17300.311206000002,19097.001668,0.0,0.0,4.034308,3225.139216,0.0,408908.601666,92772.566716,0.0,0.0
000326,931.7543669999999,11357.800285000001,0.0,13893.450352000002,1373.563712,190.15006999999997,2548.181967,4963.338404000002,391.1616400000001,9648.201095000002,0.0,3854.4230509999998,3309.0828690000003,5618.954966,1.2,8285.094614,8624.854584,0.0,22966.801717000002,5103.741755,152.96436000000003,383.93676999999997,2355.683133,6454.4348199999995,18023.838192000003,13633.229776000002,0.0,0.76,0.0
000409,0.0,8193.48605,0.0,9570.521927,0.0,0.0,72564.79475,2543.5664669999996,2200.806882,1802.5200269999998,21316.641335,422.10012599999993,512.9818300000001,10576.099298,0.0,9.148602,0.0,1191.0100549999997,49181.614111,34.723545,0.0,22.845670000000002,0.5947,0.0,0.0,0.0,724.088535,0.0,0.0
000411,10678.72242,5314.019127999999,7333.569715999999,26772.590860000004,604.7089699999999,10073.792575,12953.654507,16440.354644,647.3922180000001,22641.253921,21151.592311999997,85.138426,1015.0191810000001,35965.468002999994,0.0,16006.717835999998,0.0,2909.1884949999994,68200.130912,628.0157400000002,13412.425264,112.976528,13080.918735,2671.4845279999995,3939.2405360000002,272119.151624,156353.23540200002,0.0,0.0
000418,0.0,29405.625221000002,0.0,0.0,4249.404332,0.0,6523.185117000001,33.018102,267.777254,31498.865565000004,52205.388537,0.0,271.07957500000003,22241.61384,719.977218,17842.991553,0.0,0.0,87189.167522,1992.878758,80.488352,563.820924,5.419911000000001,5928.5472500000005,0.0,53351.899679999995,126753.798384,0.0,0.0
000457,0.0,0.0,0.0,0.0,5454.687352000001,1006.43715,3301.1021440000004,850.2380120000001,0.0,44.081864,7876.342066,14041.703166,3896.659275,942.1483499999999,1350.4144499999998,937.3094120000002,0.0,0.0,58932.986326000006,0.0,12011.109844999999,0.0,0.0,2546.0032709999996,28830.00698,1288113.7387169998,105516.348356,0.0,0.0
000471,0.0,7975.705112,0.0,672.2794,192.0,0.0,6114.43189,2221.887995,3346.930427,0.0,47392.41303499999,912.3390479999999,5448.771423999999,62858.757634,4.8,7091.134621,150.415545,9603.014662,40084.67772100001,244.33,8953.506983000001,0.0,48824.121458,8930.623379999999,22422.223145999997,148370.601422,87248.19078799999,0.0,0.0
000513,0.0,14239.868794999998,0.0,12481.887844999997,11973.459719999999,0.0,12383.895426000001,46338.279796,3090.198788,387.10723,0.0,0.0,0.0,15025.524019999999,38.38430700000001,12812.899102000001,0.0,1069.13114,20619.225728,1005.5480000000001,57830.848382000004,0.0,0.0,8839.494569999999,0.0,24272.385852,54226.635405999994,0.0,0.0
000524,0.0,30481.826664999997,0.0,3311.2290120000002,0.0,7.841239999999999,24272.384337000003,1559.91389,320.805342,3650.616914,31783.901588999997,2339.695104,271.07957500000003,39550.916951,255.89538000000002,33835.574865,0.0,3281.5282469999997,92685.19829100001,697.1579629999999,0.0,1.225,0.8667,0.0,0.0,72032.810956,28191.935565,0.0,0.0
000549,149.57046,11625.285600999998,1495.7527949999999,823.7326740000001,3896.6472000000003,35.109353,17987.493744000003,6783.861545,3113.9628860000003,1412.077805,2233.2261839999996,1135.759995,3565.182265,3548.916806,84.663476,8646.804347,1102.8321059999998,523.503791,64314.75189299999,12843.010436000002,9050.665664,5985.083444000001,1811.6479690000003,2335.4548409999998,249.470188,15178.032012000001,33959.543588,1061.526976,0.0
000577,0.0,7522.352374,0.0,0.0,15950.900826,114144.99448000002,50094.91989999999,33348.94902600001,0.0,0.0,12098.438122999998,4915.126652,821.479534,16286.27893,17.059692000000002,19846.159698999996,0.0,0.0,19888.327581,0.0,10941.420084,4537.908512,0.0,0.0,49553.702262000006,0.0,63980.8449,0.0,0.0
000586,0.0,2328.7065000000002,0.0,1672.84656,0.0,0.0,10581.223762000001,690.959118,8890.400430999998,13.756400000000001,4.05,292.9741,325.29549,0.0,1.2,13334.097020000001,0.0,0.0,13261.545699999999,16154.623859000001,11.40909,139.57038,2.7174110000000002,0.0,0.0,240.320652,0.0,0.0,0.0
000592,0.0,5929.428916,889.0309379999999,10148.601888,752.1407320000002,0.0,27871.224309,5302.750979,6513.111546,1.4213339999999999,752.1392580000002,0.0,54.215915,42477.61094599999,0.0,13504.629516,0.0,8298.020874999998,11134.90496,387.00000000000006,1939.9681,10.027446000000001,2.235297,0.0,0.0,0.0,1110.269087,0.0,0.0
000594,15207.42048,161954.74228500001,0.0,56818.26617799999,2592.3161280000004,0.0,0.0,0.0,0.0,2.8426679999999998,0.0,748.16689,3356.195796,3324.574704,0.0,1.3334000000000001,0.0,0.0,77731.66373600002,3.098701,72361.949879,0.0,0.0,0.0,0.0,0.0,81618.50925,0.0,0.0
