fund_code,801020,801030,801040,801050,801710,801720,801730,801890,801740,801880,801110,801140,801010,801120,801130,801150,801200,801210,801080,801750,801760,801770,801160,801170,801180,801780,801790,801230,000000
000082,0.83,3.76,1.48,3.4899999999999998,1.47,1.05,4.59,2.1599999999999997,1.4200000000000002,2.9199999999999995,3.38,0.9900000000000002,1.9500000000000004,10.37,0.13999999999999999,9.05,0.5,1.07,6.33,3.3899999999999997,2.4900000000000007,1.03,1.86,2.3200000000000003,2.65,8.23,10.64,0.3,0.0
000309,0.0,0.02,0.0,0.0,1.67,0.0,0.0,0.06,0.01,3.6899999999999995,6.38,0.0,0.05,7.469999999999999,0.01,6.869999999999999,0.0,0.0,7.7299999999999995,24.380000000000003,0.0,0.0,0.02,5.68,0.0,23.520000000000003,7.07,0.0,0.0
000326,0.47,8.989999999999998,0.0,3.13,0.64,0.97,4.359999999999999,1.1700000000000002,1.9500000000000002,3.74,0.0,3.0700000000000003,2.78,10.67,0.01,11.989999999999998,4.71,0.0,10.610000000000001,5.6899999999999995,1.06,1.06,1.51,3.13,4.51,4.390000000000001,0.0,0.01,0.0
000409,0.0,15.259999999999998,0.0,7.09,0.0,0.0,43.25000000000001,2.8199999999999994,2.88,0.63,3.87,1.89,0.89,4.49,0.0,0.060000000000000005,0.0,0.61,9.49,0.060000000000000005,0.0,0.08,0.01,0.0,0.0,0.0,0.15,0.0,0.0
000411,1.3399999999999999,2.0,1.6300000000000001,1.94,0.45999999999999996,2.05,5.1899999999999995,3.35,1.41,5.210000000000001,3.7900000000000005,0.09999999999999999,0.27,13.889999999999999,0.0,8.200000000000001,0.0,1.49,6.970000000000001,0.6400000000000001,1.21,0.32,2.4899999999999998,0.84,1.39,12.52,13.020000000000001,0.0,0.0
000418,0.0,11.760000000000002,0.0,0.0,1.81,0.0,5.4799999999999995,0.30000000000000004,0.5800000000000001,8.56,7.48,0.0,0.05,5.73,1.7,14.100000000000001,0.0,0.0,11.379999999999999,0.9500000000000001,1.12,3.02,0.05,2.1,0.0,4.65,11.04,0.0,0.0
000457,0.0,0.0,0.0,0.0,7.22,0.5,1.72,1.29,0.0,0.04,5.1499999999999995,21.829999999999995,1.01,0.75,2.27,0.7300000000000001,0.0,0.0,17.82,0.0,6.819999999999999,0.0,0.0,0.98,4.97,9.04,7.08,0.0,0.0
000471,0.0,4.2700000000000005,0.0,1.04,1.2,0.0,2.71,8.01,2.39,0.0,6.05,0.99,3.28,17.14,0.02,9.8,0.37,6.08,6.24,0.53,0.61,0.0,4.75,1.96,1.93,9.44,4.92,0.0,0.0
000513,0.0,10.02,0.0,0.49,5.1,0.0,4.67,9.24,3.4000000000000004,2.88,0.0,0.0,0.0,7.619999999999999,0.09,17.41,0.0,3.32,12.7,2.19,3.94,0.0,0.0,1.94,0.0,4.04,3.04,0.0,0.0
000524,0.0,9.299999999999999,0.0,2.73,0.0,0.04,7.81,3.9299999999999993,0.66,3.33,6.33,4.32,0.05,17.17,0.6,19.22,0.0,1.69,6.429999999999999,1.73,0.0,0.01,0.01,0.0,0.0,3.14,2.05,0.0,0.0
000549,0.05,11.979999999999999,0.95,0.87,1.29,0.17,8.4,6.47,3.25,0.8900000000000001,0.6700000000000002,1.56,2.0999999999999996,2.1699999999999995,0.22,6.470000000000001,0.49,0.55,22.900000000000002,8.19,6.03,2.6799999999999997,0.9800000000000002,0.39,0.1,0.66,3.5700000000000003,0.73,0.0
000577,0.0,8.63,0.0,0.0,3.01,2.72,21.35,3.9499999999999997,0.0,0.0,1.4000000000000001,7.01,0.16,9.370000000000001,0.04,14.32,0.0,0.0,3.91,0.0,5.64,1.48,0.0,0.0,4.14,0.0,3.5,0.0,0.0
000586,0.0,4.5,0.0,4.95,0.0,0.0,8.23,3.21,13.109999999999998,0.15000000000000002,0.01,0.2,0.06,0.0,0.01,10.629999999999999,0.0,0.0,24.610000000000003,22.82,0.06,0.2,0.01,0.0,0.0,0.04,0.0,0.0,0.0
000592,0.0,8.219999999999999,2.19,5.799999999999999,0.28,0.0,12.139999999999999,15.9,7.77,0.01,1.87,0.0,0.01,14.86,0.0,8.56,0.0,4.25,9.98,1.35,1.0,0.03,0.02,0.0,0.0,0.0,0.23,0.0,0.0
